Item.number,Value,item,participant,oneWord,best
18, wo alles chaotisch ist,15,14,chatoisch,"Ort, mit chaotischen Zuständen"
18, Durcheinander,15,2,durcheinander,"Ort, mit chaotischen Zuständen"
18,Eine Menschenmenge die durcheinander ist ,15,24,durcheinander,"Ort, mit chaotischen Zuständen"
18,lautes durcheinander ,15,25,durcheinander,"Ort, mit chaotischen Zuständen"
18,wildes Durcheinander ,15,31,durhceinander,"Ort, mit chaotischen Zuständen"
18, kaoten truppe,15,44,kaoten,"Ort, mit chaotischen Zuständen"
18, Viele Rollen%2C keine Regeln,15,7,keine regeln,"Ort, mit chaotischen Zuständen"
18, lustiger Haufen,15,4,laut,"Ort, mit chaotischen Zuständen"
18, viele laute Kinder,15,8,laut,"Ort, mit chaotischen Zuständen"
18, Ort der Unterhaltung,15,32,literal,"Ort, mit chaotischen Zuständen"
18, O,15,21,lustig,"Ort, mit chaotischen Zuständen"
18, Der Kindergarten,15,13,na,"Ort, mit chaotischen Zuständen"
18, Der Kinderhaufen wirkt wie ein Zirkus.,15,10,na,"Ort, mit chaotischen Zuständen"
18, Der Zirkus steht für die chaotischen Kinder.,15,9,na,"Ort, mit chaotischen Zuständen"
18, Die Schule,15,27,na,"Ort, mit chaotischen Zuständen"
18, Kindergarten,15,17,na,"Ort, mit chaotischen Zuständen"
18, Kindergarten mit kleinen Kindern,15,41,na,"Ort, mit chaotischen Zuständen"
18, laute Kinder,15,48,na,"Ort, mit chaotischen Zuständen"
18, s,15,5,na,"Ort, mit chaotischen Zuständen"
18, weis nicht,15,47,na,"Ort, mit chaotischen Zuständen"
18, Alles tobt umher und nichts funktioniert so wirklich,15,50,nichts funktioniert,"Ort, mit chaotischen Zuständen"
18, Sauhaufen,15,3,sauhaufen,"Ort, mit chaotischen Zuständen"
18, Schule,15,22,schule,"Ort, mit chaotischen Zuständen"
18,Schule  ,15,23,schule,"Ort, mit chaotischen Zuständen"
18, Theater machen,15,43,theater,"Ort, mit chaotischen Zuständen"
18,ständigem Wechsel und Trubel geprägte Situation ,15,37,trubel,"Ort, mit chaotischen Zuständen"
18,turbulenter Ort,15,16,turbulent,"Ort, mit chaotischen Zuständen"
18, gruppe von sehr lauten unkontrollierten menschen,15,29,unkontrolliert,"Ort, mit chaotischen Zuständen"
18,Ein Ort%2C an dem immer etwas los ist ,15,46,viel los,"Ort, mit chaotischen Zuständen"
19, vorsichtigen Bären,16,36, vorsichtiger Bär,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, vorsichtiger Bär,16,19, vorsichtiger Bär,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,Bär%2C der sich kaum sehen lässt ,16,15, vorsichtiger Bär,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,Bären ,16,23,Bären ,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,Tier%2C was kaum zu sehen ist und umherirrt ,16,50,kaum zu sehen,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Lebewesen%2C das keine Spuren hinterlässt,16,16,keine spuren hinterlässt,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,übernatürliches Wesen ,16,32,literal,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Bär,16,22,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, ein Mensch%2C der die Tomaten isst,16,17,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Geist,16,4,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Gespenst steht für den Bär und ihre Ungeduld.,16,9,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Ich weiß es nicht,16,13,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, ich weiß es nicht,16,41,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Ich weiß es nicht.,16,1,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Psychose,16,20,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, t,16,5,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, weis nicht,16,47,na,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas das nicht existiert,16,40,nicht existiert,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas nicht existentes,16,31,nicht existiert,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas nicht existentes ,16,31,nicht existiert,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Etwas nicht greifbares,16,27,nicht existiert,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas was es nicht gibt,16,44,nicht existiert,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas%2C dass sich nicht zeigt bzw. nicht existent ist,16,38,nicht existiert,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Die Person (Charlotte) vergleicht den Bären als Gespenst%2C da er sehr schwer aufzufinden ist.,16,33,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Ein Lebewesen%2C das nicht zu finden ist,16,6,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, erwas%2C das da ist%2C aber nicht gesehen wird,16,21,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Etwas nicht greifbares/auffindbares,16,26,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas von dessen Existenz man nicht sicher weiß,16,8,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Etwas was man nie sieht und zu fassen bekommt.,16,28,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas%2C das nicht zu finden ist,16,3,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Nicht auffindbares%2Cunheiltreibendes Wesen,16,7,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, nicht aufsprübares Tier,16,49,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Schwer zu finden,16,2,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, unsichtbar,16,48,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,er ist da aber man sieht ihn nicht,16,14,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,Jemand%2C der sich nicht zu sehen gibt,16,46,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,nicht sehbar%2C versteckt ,16,25,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,schwer auffindbar ,16,37,schwer aufzufinden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Jemand den man nicht leicht entdecken kann,16,24,schwer zu finden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, jemand den man nicht zu Gesicht bekommt,16,34,schwer zu finden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Jemand nicht greifbares,16,45,schwer zu finden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, jemand%2C der nicht greifbar ist,16,30,schwer zu finden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Jemand%2C der schwierig zu fassen ist,16,35,schwer zu finden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, nicht auffindbar,16,18,schwer zu finden,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, Der Bär ist wie unsichtbar,16,10,unsichtbar,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, es ist nicht da,16,42,unsichtbar,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, etwas das noch nicht gesehen wurde,16,29,unsichtbar,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, fast unsichtbare gestallt die alles meidet,16,11,unsichtbar,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,Eine sehr vorsichtige Person ,16,12,vorsicfhtig,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19, der vorsichtige Bär,16,39,vosichtig,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
19,zeigt sich nicht oft,16,43,zeigt sich nicht,"jemand, der sich nicht zeigt und schwer aufzufinden ist"
20, unbekömmliches Essen,17,38, unbekömmliches Essen,"hartes, unverdauliches Essen"
20, ungenießbare%2C schwer verdauliche Nahrung,17,30, ungenießbare%2C schwer verdauliche Nahrung,"hartes, unverdauliches Essen"
20, ungenießbares essen,17,27, ungenießbares essen,"hartes, unverdauliches Essen"
20, Unverdauliche Nahrung,17,26, Unverdauliche Nahrung,"hartes, unverdauliches Essen"
20, viel schweres Essen,17,1, viel schweres Essen,"hartes, unverdauliches Essen"
20, zäher Brocken,17,4, zäher Brocken,"hartes, unverdauliches Essen"
20, Zähes Fleisch,17,14, zäher Brocken,"hartes, unverdauliches Essen"
20, ekliges fleisch,17,11,ekliges fleisch,"hartes, unverdauliches Essen"
20, Das Essen%2C das sie isst,17,17,essen,"hartes, unverdauliches Essen"
20, die Gerichte im Magen,17,39,essen,"hartes, unverdauliches Essen"
20, fester Klumpen,17,16,fest4er klumpen,"hartes, unverdauliches Essen"
20, fettiges Fleisch,17,15,fettiges fleisch,"hartes, unverdauliches Essen"
20,Portion Fleisch ,17,23,fleisch,"hartes, unverdauliches Essen"
20, große Portion,17,50,groß,"hartes, unverdauliches Essen"
20,Gerichte ,17,22,gross stark,"hartes, unverdauliches Essen"
20,großes Stück Essen ,17,48,großes Stück Essen ,"hartes, unverdauliches Essen"
20, Die Person (Katharina) vergleicht das Essen mit einem Stein%2C da es aus ihrer Sicht hart ist.,17,33,hart,"hartes, unverdauliches Essen"
20, etwas hartes,17,44,hart,"hartes, unverdauliches Essen"
20, harter Naturrohstoff,17,32,hart,"hartes, unverdauliches Essen"
20, Hart%2C unverdaulich,17,7,"hart, unverdaulich","hartes, unverdauliches Essen"
20, Hartes essen,17,12,hartes essen,"hartes, unverdauliches Essen"
20, hartes Fleisch,17,18,hartes essen,"hartes, unverdauliches Essen"
20, hartes Fleisch,17,36,hartes essen,"hartes, unverdauliches Essen"
20,hartes%2C nicht delikates%2C schweres Essen ,17,37,hartes%2C nicht delikates%2C schweres Essen ,"hartes, unverdauliches Essen"
20, fettiges%2C hartes und überwürztes Fleisch,17,19,na,"hartes, unverdauliches Essen"
20, Ich weiß es nicht,17,13,na,"hartes, unverdauliches Essen"
20, ich weiß es nicht.,17,9,na,"hartes, unverdauliches Essen"
20, ich wies nicht,17,5,na,"hartes, unverdauliches Essen"
20, verstehe ich nicht,17,43,na,"hartes, unverdauliches Essen"
20, weis nicht,17,47,na,"hartes, unverdauliches Essen"
20, Weiß ich nicht,17,10,na,"hartes, unverdauliches Essen"
20,ich weiß es nicht  ,17,25,na,"hartes, unverdauliches Essen"
20, Etwas%2C das man nicht essen sollte,17,46,nicht zu essen,"hartes, unverdauliches Essen"
20, Eine schlecht verdauliche Mahlzeit,17,28,schlecht verdaulich,"hartes, unverdauliches Essen"
20, das Essen liegt ihr schwer im Magen,17,40,schwer im magen,"hartes, unverdauliches Essen"
20, es liegt schwer im Magen,17,21,schwer im magen,"hartes, unverdauliches Essen"
20, etwas das schwer im magen liegt,17,29,schwer im magen,"hartes, unverdauliches Essen"
20, Etwas%2C das schwer im Magen liegt,17,35,schwer im magen,"hartes, unverdauliches Essen"
20, liegt schwer im Magen,17,49,schwer im magen,"hartes, unverdauliches Essen"
20, schwer im Magen,17,42,schwer im magen,"hartes, unverdauliches Essen"
20, Schwer im Magen liegend,17,2,schwer im magen,"hartes, unverdauliches Essen"
20, schwer verdauliche Nahrung,17,31,schwer verdauliche nahrung,"hartes, unverdauliches Essen"
20, schwere kost,17,3,schwer verdauliche nahrung,"hartes, unverdauliches Essen"
20, schwere Kost,17,8,schwer verdauliche nahrung,"hartes, unverdauliches Essen"
20, schweres Gericht zum essen ,17,41,schwer verdauliche nahrung,"hartes, unverdauliches Essen"
20, schweres gericht/essen,17,34,schwer verdauliche nahrung,"hartes, unverdauliches Essen"
20,Schwer verdaulich ,17,45,schwer verdauliche nahrung,"hartes, unverdauliches Essen"
20,Sehr zähes Essen ,17,24,Sehr zähes Essen ,"hartes, unverdauliches Essen"
20,Ungeniessbares essen ,17,20,Ungeniessbares essen ,"hartes, unverdauliches Essen"
20, Etwas Unverdauliches,17,6,unverdauliches,"hartes, unverdauliches Essen"
21, ästhetische Tänzerin,18,27, ästhetische Tänzerin,"anmutige, elegante person"
21, elegante tänzerin,18,14, elegante tänzerin,"anmutige, elegante person"
21, elegante Tänzerin,18,15, elegante tänzerin,"anmutige, elegante person"
21, Elegante und leichtfüßige Beweungen,18,35, elegante tänzerin,"anmutige, elegante person"
21, elegante und leichtfüßige Tänzerin,18,19, elegante tänzerin,"anmutige, elegante person"
21, elegante%2C leichtfüßige Tänzerin,18,36, elegante tänzerin,"anmutige, elegante person"
21, elegante%2C schöne und anmutige Tänzerin,18,37, elegante tänzerin,"anmutige, elegante person"
21, jemand der sehr elegant ist,18,40, jemand der sehr elegant ist,"anmutige, elegante person"
21, leicht%2C bunt,18,42, leicht%2C bunt,"anmutige, elegante person"
21, leichtfüßig schwebend,18,49, leichtfüßig schwebend,"anmutige, elegante person"
21, Leichtfüßige tänzerin,18,20, leichtfüßig schwebend,"anmutige, elegante person"
21, leichtfüßiges%2C dahinschwebendes Wesen,18,21, leichtfüßig schwebend,"anmutige, elegante person"
21, Leichtigkeit und Eleganz,18,45, leichtfüßig schwebend,"anmutige, elegante person"
21, Person%2C die Leichtigkeit ausstrahlt,18,38, leichtfüßig schwebend,"anmutige, elegante person"
21, schön und leicht,18,30, schön und leicht,"anmutige, elegante person"
21, schön%2C zerbrechlich%2C klein,18,43, schön und leicht,"anmutige, elegante person"
21, schönes Tier,18,16, schönes Tier,"anmutige, elegante person"
21,Jemand anmutiges ,18,24,anmutige person,"anmutige, elegante person"
21,ausgewogene schönheit ,18,25,ausgewogene schönheit ,"anmutige, elegante person"
21,Eine leichtfüßige Person ,18,12,Eine leichtfüßige Person ,"anmutige, elegante person"
21,Eine leichtfüßige Tänzerin,18,6,Eine leichtfüßige Person ,"anmutige, elegante person"
21,elegante%2C wunderschöne Tänzerin ,18,48,Eine leichtfüßige Person ,"anmutige, elegante person"
21,eleganze Tänzerin ,18,1,Eine leichtfüßige Person ,"anmutige, elegante person"
21, Die Person (Daniel) vergleicht die Tänzerin mit einem Schmetterling%2C da sie elegant ist.,18,33,elegant,"anmutige, elegante person"
21, elegant und leichtfüßig,18,39,elegant und lecihtfüßig,"anmutige, elegante person"
21, Elegant und anmutig bewegendes Objekt,18,7,"elegant, anmutig bewegendes","anmutige, elegante person"
21, Zerbrechliche%2C elegante Person,18,11,elegante person,"anmutige, elegante person"
21, Grazil und schön,18,2,grazil und schön,"anmutige, elegante person"
21, eine Person%2C die sehr leicht erscheint.,18,28,leicht in erscheinung,"anmutige, elegante person"
21, leichte person,18,44,leichte person,"anmutige, elegante person"
21, farbenfrohes Tier,18,4,literal,"anmutige, elegante person"
21,fliegendes Insekt ,18,32,literal,"anmutige, elegante person"
21, Die Tänzerin wird als Schmetterlin bezeichnet,18,10,na,"anmutige, elegante person"
21, Die wunderschön hüpfende Tänzerin,18,34,na,"anmutige, elegante person"
21, hüpfende Tänzerin,18,17,na,"anmutige, elegante person"
21, r,18,5,na,"anmutige, elegante person"
21, Schmetterling bedeutet in diesem Kontext die leichtfüßige Tänzerin.,18,9,na,"anmutige, elegante person"
21, weis nicht,18,47,na,"anmutige, elegante person"
21,Die Tänzerin,18,13,na,"anmutige, elegante person"
21,wunderschönen hüpfenden Tänzerinnen ,18,23,na,"anmutige, elegante person"
21, eine schöne Frau,18,41,schöne frau,"anmutige, elegante person"
21, schön,18,29,schöne frau,"anmutige, elegante person"
21, wunderschöne Frau,18,3,schöne frau,"anmutige, elegante person"
21, wunderschöne Tänzerin,18,8,schöne frau,"anmutige, elegante person"
21, Zartes%2C schönes und geschmeidiges Wesen,18,26,schöne frau,"anmutige, elegante person"
21,Schwarm ,18,31,Schwarm ,"anmutige, elegante person"
21, tänzerin,18,18,tänzerin,"anmutige, elegante person"
21, Tänzerin,18,22,tänzerin,"anmutige, elegante person"
21, Tänzerin mit grazilen%2C schwungvollen Bewegungen,18,50,tänzerin,"anmutige, elegante person"
21, Eine wunderschöne Gestalt,18,46,wunderschöne gestalt,"anmutige, elegante person"
22, Allgegenwärtig,19,2, Allgegenwärtig,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Ein gut merkendes Lied,19,24, Ein gut merkendes Lied,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Einen Song%2C gegen den man sich nicht währen kann,19,28, Ein gut merkendes Lied,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, eingängiges Lied,19,30, eingängiges Lied,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, etwas das im gedächtnis bleibt,19,29, etwas das im gedächtnis bleibt,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, etwas das sich schnell verbreitet,19,34, etwas das sich schnell verbreitet,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, etwas das wie ein Ohrwurm ist und alle ansteckt,19,40, etwas das wie ein Ohrwurm ist und alle ansteckt,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, etwas was ansteckend ist,19,44, etwas was ansteckend ist,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, im Ohr bleibend,19,43, im Ohr bleibend,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Lied das sich überall verbreitet,19,48, Lied das sich überall verbreitet,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Lied%2C das sehr viele Menschen erreicht,19,3, Lied%2C das sehr viele Menschen erreicht,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Lied%2C das sich schnell verbreitet und nicht mehr aus dem Ohr geht,19,50, Lied%2C das sehr viele Menschen erreicht,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Lied%2C das vielen die es hören gefällt und von ihnen weitergereicht wird,19,26, Lied%2C das sehr viele Menschen erreicht,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Ohrwurm,19,4, Ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Ohrwurm,19,11, Ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Ohrwurm,19,38, Ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Ohrwurm,19,49, Ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Schnelle Vebreitung,19,20, Schnelle Vebreitung,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, schnelle Verbreitung,19,16, Schnelle Vebreitung,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, sehr eingängier Song,19,39, sehr eingängier Song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, sehr eingängiger Song%2C der überall zu hören sein soll,19,19, sehr eingängier Song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, sehr eingängiges Lied,19,12, sehr eingängier Song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Song der in allen Ohren sein wird,19,8, sehr eingängier Song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, ein ansteckenden%2C begeisternden Song,19,36,ansteckender song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Etwas%2C dass ansteckend ist,19,46,ansteckender song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,ansteckend,19,42,ansteckender song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, befällt alle Personen,19,31,befällt alle personen,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, beliebter Song,19,17,beliebt,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Durchdringend%2C unaufhaltsam,19,7,durchdringend,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Ein eingängiger Song%2C der sehr populär wird,19,6,eingängiger song,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,eingängiger Song ,19,15,eingängiger Song ,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, ansteckender Krankheitserreger,19,32,literal,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, schnell ausbreitender Infekt,19,27,literal,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,Musik ,19,22,musik,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, ich weiß es nicht.,19,9,na,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, v,19,5,na,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, weis nicht,19,47,na,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,ich weiß es nicht  ,19,25,na,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Der Virus ist der Ohrwurm der produziert wurde,19,10,ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,Ohrwurm,19,1,ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,schnelle Verbreitung ,19,45,ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,sich schnell ausbreitender/ an Bekanntheit gewinnender Song ,19,37,ohrwurm,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,Die Schallplatte ,19,13,schallplatte,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Etwas%2C das sich schnell verbreitet,19,35,schnell verbreitet,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Etwas%2C das sich schnell weit verbreitet,19,21,schnell verbreitet,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,Song ,19,23,song ,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, Songtext,19,41,songtext,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, verbreitet,19,18,verbreitet sich schnell,"eingängiger Song, der schnell an bekanntheit gewinnt"
22, verbreitet sich schnell,19,14,verbreitet sich schnell,"eingängiger Song, der schnell an bekanntheit gewinnt"
22,Der Song wird als Virus verglichen%2C da er sich binnen kürzester Zeit verbreitet.,19,33,verbreitet sich schnell,"eingängiger Song, der schnell an bekanntheit gewinnt"
23, Eine sehr fettleibige Person,20,12, Eine sehr fettleibige Person,stark übergewichtiger mensch
23, Extrem dicke Person,20,14, Eine sehr fettleibige Person,stark übergewichtiger mensch
23, fett,20,18, Eine sehr fettleibige Person,stark übergewichtiger mensch
23, fetter Mensch,20,3, Eine sehr fettleibige Person,stark übergewichtiger mensch
23, fetter Mensch,20,40, Eine sehr fettleibige Person,stark übergewichtiger mensch
23, fetter typ,20,44, Eine sehr fettleibige Person,stark übergewichtiger mensch
23, Übergewichtig,20,31, Übergewichtig,stark übergewichtiger mensch
23, Unförmiger%2C behäbiger Mensch,20,26, Unförmiger%2C behäbiger Mensch,stark übergewichtiger mensch
23, unglaublich fettleibig,20,39, unglaublich fettleibig,stark übergewichtiger mensch
23, unglaublich fettleibiger Mann,20,19, unglaublich fettleibig,stark übergewichtiger mensch
23, verfressener Mensch,20,45, verfressener Mensch,stark übergewichtiger mensch
23, Vielfras,20,4, verfressener Mensch,stark übergewichtiger mensch
23, Der Dicke Mann ist das Walross,20,10,dick,stark übergewichtiger mensch
23,dicker breiter mann ,20,25,dicker breiter mann ,stark übergewichtiger mensch
23,sehr fette Person,20,36,dicker breiter mann ,stark übergewichtiger mensch
23, Dicker Mann,20,27,dicker mensch,stark übergewichtiger mensch
23, dicker Mann,20,38,dicker mensch,stark übergewichtiger mensch
23, Dicker Mensch,20,2,dicker mensch,stark übergewichtiger mensch
23, dicker mensch,20,11,dicker mensch,stark übergewichtiger mensch
23, dicker Mensch,20,43,dicker mensch,stark übergewichtiger mensch
23, dicker Mensch,20,50,dicker mensch,stark übergewichtiger mensch
23, dicker Mensch%2C fett,20,41,dicker mensch,stark übergewichtiger mensch
23, dicker und schwerfälliger Mann,20,49,dicker mensch,stark übergewichtiger mensch
23, Die Person (Stephanie) vergleicht den Mann wegen seiner Fülle mit einem Walross.,20,33,dicker mensch,stark übergewichtiger mensch
23, Ein dicker Mann,20,15,dicker mensch,stark übergewichtiger mensch
23, Ein dicker Mensch,20,28,dicker mensch,stark übergewichtiger mensch
23, Ein dicker Mensch,20,35,dicker mensch,stark übergewichtiger mensch
23,Fetter Mann ,20,48,fetter mann,stark übergewichtiger mensch
23, fettleibiger Mann,20,1,fetter typ,stark übergewichtiger mensch
23, fettleibiger Mensch,20,8,fetter typ,stark übergewichtiger mensch
23, fettleibiger Mensch,20,30,fetter typ,stark übergewichtiger mensch
23, der fettleibige Mann,20,17,fettleibig,stark übergewichtiger mensch
23, Der fettleibige Mann,20,34,fettleibig,stark übergewichtiger mensch
23, Mann unglaublich fettleibig,20,23,fettleibig,stark übergewichtiger mensch
23,fettsack  ,20,20,fettsack,stark übergewichtiger mensch
23, Unbeweglich%2C kräftig,20,7,kräftig,stark übergewichtiger mensch
23, dickes Tier,20,32,literal,stark übergewichtiger mensch
23, sehr schweres Tier,20,16,literal,stark übergewichtiger mensch
23, Dating,20,22,na,stark übergewichtiger mensch
23, großes%2C stämmiges Wesen,20,21,na,stark übergewichtiger mensch
23, Ich weiß es nicht,20,13,na,stark übergewichtiger mensch
23, weis nicht,20,47,na,stark übergewichtiger mensch
23,Ich weiss nicht ,20,5,na,stark übergewichtiger mensch
23, Jemand sehr Dickes,20,6,sehr dick,stark übergewichtiger mensch
23, Jemand sehr dickes,20,24,sehr dick,stark übergewichtiger mensch
23, jemand sehr dickes,20,29,sehr dick,stark übergewichtiger mensch
23, jemand sehr kräftiges,20,42,sehr dick,stark übergewichtiger mensch
23,träge%2C stark übergewichtig ,20,37,träge%2C stark übergewichtig ,stark übergewichtiger mensch
23,  Jemand%2C der übergewichtig ist,20,46,übergewichtig,stark übergewichtiger mensch
23, Walross steht für das Übergewicht des Mannes.,20,9,übergewichtig,stark übergewichtiger mensch
24, bei der geringstens Wärme schmelzend,21,7, bei der geringstens Wärme schmelzend,"zierliche, leicht verwundbare person"
24, einzigartig,21,29, einzigartig,"zierliche, leicht verwundbare person"
24, Etwas fragiles aber einzigartiges,21,26, Etwas fragiles aber einzigartiges,"zierliche, leicht verwundbare person"
24, hübscher kleiner mensch,21,11, hübscher kleiner mensch,"zierliche, leicht verwundbare person"
24, Jemand sensibles,21,24, Jemand sensibles,"zierliche, leicht verwundbare person"
24, jemand zerbrechliches,21,34, jemand zerbrechliches,"zierliche, leicht verwundbare person"
24, Jemand zerbrechliches,21,46, jemand zerbrechliches,"zierliche, leicht verwundbare person"
24, Jemand%2C der sehr zerbrechlich und emotional ist,21,6, Jemand%2C der sehr zerbrechlich und emotional ist,"zierliche, leicht verwundbare person"
24, leicht vergängliche%2C zerbrechliche Person,21,49, Jemand%2C der sehr zerbrechlich und emotional ist,"zierliche, leicht verwundbare person"
24, leicht verletzlich resilient wahrgenommen,21,25, Jemand%2C der sehr zerbrechlich und emotional ist,"zierliche, leicht verwundbare person"
24, Leicht verwundbar,21,35, Leicht verwundbar,"zierliche, leicht verwundbare person"
24, sehr zerbrechlich,21,39, sehr zerbrechlich,"zierliche, leicht verwundbare person"
24, zerbrechlich,21,14, zerbrechlich,"zierliche, leicht verwundbare person"
24, zerbrechlich,21,18, zerbrechlich,"zierliche, leicht verwundbare person"
24, zerbrechlich,21,31, zerbrechlich,"zierliche, leicht verwundbare person"
24, zerbrechlich und emotional,21,48, zerbrechlich und emotional,"zierliche, leicht verwundbare person"
24, Zerbrechliche Person,21,12, zerbrechlich und emotional,"zierliche, leicht verwundbare person"
24, zerbrechliche Tochter,21,15, zerbrechliche Tochter,"zierliche, leicht verwundbare person"
24, zerbrechliche Tochter,21,36, zerbrechliche Tochter,"zierliche, leicht verwundbare person"
24, zerbrechliche%2C emotionale Person,21,38, zerbrechliche Tochter,"zierliche, leicht verwundbare person"
